datetime,open,high,low,close,engulfing,star,signal,target_amount,target_category
2023-05-15 09:00:00,2017.51001,2019.23999,2011.59998,2017.19995,0,0,0,0.0,0
2023-05-15 13:00:00,2017.18005,2022.15002,2013.40002,2020.31995,2,0,2,0.0,0
2023-05-15 17:00:00,2020.28003,2021.48999,2014.45996,2016.45996,0,0,0,0.0,0
2023-05-15 21:00:00,2016.23999,2016.68994,2013.83997,2015.73999,0,0,0,0.0,0
2023-05-16 01:00:00,2015.81995,2018.38,2014.88,2016.26001,0,0,0,0.0,0
2023-05-16 05:00:00,2016.14001,2017.79004,2002.82996,2010.23999,0,0,0,0.0,0
2023-05-16 09:00:00,2010.16003,2014.93994,2001.42004,2012.13,0,0,0,0.0,0
2023-05-16 13:00:00,2012.19995,2012.38,1987.59998,1987.59998,1,0,0,0.0,0
2023-05-16 17:00:00,1987.54004,1991.28003,1985.58997,1988.94995,0,0,0,0.0,0
2023-05-16 21:00:00,1988.94995,1993.07996,1988.14001,1992.13,0,0,0,0.0,0
2023-05-17 01:00:00,1992.09998,1993.05005,1989.93994,1991.57996,0,0,0,0.0,0
2023-05-17 05:00:00,1991.57996,1991.83997,1985.96997,1986.26001,0,0,0,0.0,0
2023-05-17 09:00:00,1986.17004,1988.93994,1981.89001,1984.92004,0,0,0,0.0,0
2023-05-17 13:00:00,1984.73999,1987.98999,1975.07996,1983.85999,0,0,0,0.0,0
2023-05-17 17:00:00,1983.83997,1984.58997,1980.45996,1981.59998,0,0,0,0.0,0
2023-05-17 21:00:00,1981.65002,1983.82996,1980.96997,1983.65002,0,0,0,0.0,0
2023-05-18 01:00:00,1983.51001,1986.08997,1979.64001,1979.88,0,0,0,0.0,0
2023-05-18 05:00:00,1979.94995,1981.56995,1972.31995,1975.38,0,0,0,0.0,0
2023-05-18 09:00:00,1975.43005,1978.92004,1966.34998,1967.06995,0,0,0,0.0,0
2023-05-18 13:00:00,1967.18994,1968.26001,1952.03003,1955.78003,0,0,0,0.0,0
2023-05-18 17:00:00,1955.73999,1958.95996,1954.01001,1957.57996,0,0,0,0.0,0
2023-05-18 21:00:00,1958.13,1959.85999,1957.26001,1957.76001,0,1,0,0.0,0
2023-05-19 01:00:00,1957.70996,1964.17004,1954.12,1962.57996,2,0,2,0.0,0
2023-05-19 05:00:00,1962.58997,1968.73999,1960.76001,1964.68005,0,0,0,0.0,0
2023-05-19 09:00:00,1964.68005,1968.23999,1960.38,1961.03003,1,0,1,-23.0,2
2023-05-19 13:00:00,1960.88,1984.03003,1957.29004,1978.40002,2,0,0,0.0,0
2023-05-19 17:00:00,1978.41003,1983.30005,1974.40002,1977.80005,0,0,0,0.0,0
2023-05-22 05:00:00,1973.63,1980.81995,1971.33997,1980.70996,2,0,0,0.0,0
2023-05-22 09:00:00,1980.70996,1982.68005,1970.01001,1975.59998,0,0,0,0.0,0
2023-05-22 13:00:00,1975.53003,1978.64001,1969.04004,1974.60999,0,0,0,0.0,0
2023-05-22 17:00:00,1974.48999,1978.90002,1971.66003,1971.83997,0,0,0,0.0,0
2023-05-22 21:00:00,1972.03003,1972.69995,1966.98999,1967.45996,0,0,0,0.0,0
2023-05-23 01:00:00,1967.66003,1968.70996,1960.38,1963.46997,0,0,0,0.0,0
2023-05-23 05:00:00,1963.45996,1964.63,1954.34998,1959.92004,0,0,0,0.0,0
2023-05-23 09:00:00,1959.90002,1962.68994,1954.57996,1958.91003,0,0,0,0.0,0
2023-05-23 13:00:00,1959.43005,1974.70996,1959.21997,1973.17004,0,0,0,0.0,0
2023-05-23 17:00:00,1973.35999,1977.64001,1971.54004,1975.08997,0,0,0,0.0,0
2023-05-23 21:00:00,1974.75,1977.31995,1974.68994,1975.09998,0,1,0,0.0,0
2023-05-24 01:00:00,1975.09998,1978.76001,1972.89001,1977.68005,0,0,0,0.0,0
2023-05-24 05:00:00,1977.67004,1980.57996,1970.79004,1976.35999,0,0,0,0.0,0
2023-05-24 09:00:00,1976.41003,1985.28003,1974.01001,1979.96997,0,0,0,0.0,0
2023-05-24 13:00:00,1979.93994,1980.92004,1956.81006,1959.18005,0,0,0,0.0,0
2023-05-24 17:00:00,1959.15002,1965.34998,1957.15002,1957.32996,0,1,0,0.0,0
2023-05-24 21:00:00,1958.12,1961.83997,1957.48999,1959.56006,0,0,0,0.0,0
2023-05-25 01:00:00,1959.38,1960.26001,1955.12,1957.88,0,0,0,0.0,0
2023-05-25 05:00:00,1957.84998,1964.79004,1955.03003,1962.10999,2,0,2,-22.59997999999996,1
2023-05-25 09:00:00,1962.07996,1964.03003,1939.51001,1943.76001,0,0,0,0.0,0
2023-05-25 13:00:00,1943.46997,1954.06995,1943.06995,1943.71997,0,1,0,0.0,0
2023-05-25 17:00:00,1943.67004,1945.05005,1938.93994,1940.84998,0,0,0,0.0,0
2023-05-25 21:00:00,1940.62,1943.26001,1936.84998,1940.95996,0,0,0,0.0,0
2023-05-26 01:00:00,1940.98999,1948.98999,1940.45996,1947.95996,0,0,0,0.0,0
2023-05-26 05:00:00,1948.03003,1957.31006,1947.08997,1952.66003,0,0,0,0.0,0
2023-05-26 09:00:00,1952.68994,1954.21997,1944.40002,1947.42004,1,0,0,0.0,0
2023-05-26 13:00:00,1947.43005,1951.81006,1938.84998,1944.13,0,0,0,0.0,0
2023-05-26 17:00:00,1944.16003,1947.69995,1943.12,1945.73999,0,0,0,0.0,0
2023-05-28 21:00:00,1943.17004,1946.39001,1941.07996,1941.59998,0,0,0,0.0,0
2023-05-29 01:00:00,1941.51001,1946.23999,1940.31006,1945.81995,2,0,2,0.0,0
2023-05-29 05:00:00,1945.85999,1948.98999,1940.93994,1945.34998,0,0,0,0.0,0
2023-05-29 09:00:00,1945.28003,1949.76001,1944.31995,1948.90002,2,0,0,0.0,0
2023-05-29 13:00:00,1948.85999,1949.68005,1943.21997,1943.63,0,0,0,0.0,0
2023-05-29 17:00:00,1943.62,1944.12,1942.87,1943.30005,0,0,0,0.0,0
2023-05-29 21:00:00,1943.65002,1944.34998,1941.13,1942.78003,0,0,0,0.0,0
2023-05-30 01:00:00,1942.79004,1946.68994,1938.05005,1938.98999,0,0,0,0.0,0
2023-05-30 05:00:00,1939.04004,1947.06995,1932.21997,1945.07996,0,0,0,0.0,0
2023-05-30 09:00:00,1944.98999,1962.37,1942.43994,1956.57996,0,0,0,0.0,0
2023-05-30 13:00:00,1956.41003,1963.54004,1951.12,1959.82996,0,0,0,0.0,0
2023-05-30 17:00:00,1959.81006,1960.85999,1957.81006,1959.34998,0,0,0,0.0,0
2023-05-30 21:00:00,1959.03003,1960.12,1957.51001,1959.63,0,0,0,0.0,0
2023-05-31 01:00:00,1959.71997,1960.51001,1953.78003,1960.15002,0,2,2,0.0,0
2023-05-31 05:00:00,1960.16003,1965.38,1955.32996,1955.40002,1,0,0,0.0,0
2023-05-31 09:00:00,1955.20996,1963.54004,1955.04004,1962.80005,2,0,2,11.979979999999841,2
2023-05-31 13:00:00,1962.63,1974.78003,1960.69995,1965.12,0,1,0,0.0,0
2023-05-31 17:00:00,1965.19995,1968.78003,1962.45996,1962.67004,0,0,0,0.0,0
2023-05-31 21:00:00,1962.84998,1967.44995,1962.80005,1965.98999,0,0,0,0.0,0
2023-06-01 01:00:00,1966.16003,1967.55005,1962.28003,1964.08997,0,0,0,0.0,0
2023-06-01 05:00:00,1963.94995,1965.85999,1953.39001,1955.98999,0,0,0,0.0,0
2023-06-01 09:00:00,1956.04004,1968.46997,1955.40002,1968.12,0,0,0,0.0,0
2023-06-01 13:00:00,1968.65002,1983.17004,1966.09998,1978.55005,0,0,0,0.0,0
2023-06-01 17:00:00,1978.38,1978.85999,1975.69995,1977.52002,0,0,0,0.0,0
2023-06-01 21:00:00,1976.98999,1977.58997,1975.59998,1975.87,0,0,0,0.0,0
2023-06-02 01:00:00,1975.87,1983.43994,1974.09998,1979.80005,2,0,0,0.0,0
2023-06-02 05:00:00,1979.81995,1982.01001,1975.13,1979.13,0,0,0,0.0,0
2023-06-02 09:00:00,1979.26001,1981.23999,1968.78003,1971.06995,0,0,0,0.0,0
2023-06-02 13:00:00,1971.15002,1976.68994,1952.31995,1952.33997,0,0,0,0.0,0
2023-06-02 17:00:00,1952.39001,1953.76001,1947.70996,1948.45996,0,0,0,0.0,0
2023-06-04 21:00:00,1947.44995,1950.23999,1945.76001,1946.51001,0,1,0,0.0,0
2023-06-05 01:00:00,1946.60999,1948.40002,1944.04004,1946.16003,0,0,0,0.0,0
2023-06-05 05:00:00,1946.01001,1946.68005,1938.62,1942.39001,0,0,0,0.0,0
2023-06-05 09:00:00,1942.40002,1946.06006,1938.16003,1943.03003,0,0,0,0.0,0
2023-06-05 13:00:00,1942.81995,1961.92004,1942.81995,1958.38,0,0,0,0.0,0
2023-06-05 17:00:00,1958.32996,1964.09998,1957.38,1961.89001,0,0,0,0.0,0
2023-06-05 21:00:00,1961.53003,1963.23999,1960.68005,1961.14001,0,1,0,0.0,0
2023-06-06 01:00:00,1961.15002,1964.58997,1959.09998,1961.26001,0,0,0,0.0,0
2023-06-06 05:00:00,1961.34998,1962.80005,1956.89001,1960.29004,1,0,0,0.0,0
2023-06-06 09:00:00,1960.29004,1966.32996,1959.92004,1961.93994,2,1,0,0.0,0
2023-06-06 13:00:00,1961.90002,1966.42004,1954.53003,1963.62,0,0,0,0.0,0
2023-06-06 17:00:00,1963.62,1966.13,1962.38,1963.38,0,0,0,0.0,0
2023-06-06 21:00:00,1963.65002,1965.18994,1962.83997,1964.93005,0,0,0,0.0,0
2023-06-07 01:00:00,1965.01001,1966.81006,1962.98999,1964.56006,0,0,0,0.0,0
2023-06-07 05:00:00,1964.56995,1965.09998,1955.06995,1961.58997,0,0,0,0.0,0
2023-06-07 09:00:00,1961.69995,1966.43005,1957.31995,1958.67004,0,0,0,0.0,0
2023-06-07 13:00:00,1958.68994,1970.28003,1940.95996,1942.26001,0,0,0,0.0,0
2023-06-07 17:00:00,1942.26001,1946.63,1939.98999,1940.01001,0,0,0,0.0,0
2023-06-07 21:00:00,1940.03003,1946.35999,1940.01001,1946.26001,0,0,0,0.0,0
2023-06-08 01:00:00,1946.32996,1947.42004,1944.54004,1946.62,0,0,0,0.0,0
2023-06-08 05:00:00,1946.63,1949.19995,1942.81995,1948.38,0,0,0,0.0,0
2023-06-08 09:00:00,1948.34998,1959.98999,1944.96997,1959.33997,0,0,0,0.0,0
2023-06-08 13:00:00,1959.39001,1970.43005,1957.18994,1966.40002,0,0,0,0.0,0
2023-06-08 17:00:00,1966.18005,1966.73999,1961.80005,1965.62,0,2,0,0.0,0
2023-06-08 21:00:00,1965.90002,1966.43994,1963.39001,1963.40002,0,0,0,0.0,0
2023-06-09 01:00:00,1963.38,1965.76001,1962.43005,1963.18005,0,0,0,0.0,0
2023-06-09 05:00:00,1963.09998,1966.15002,1960.68005,1962.29004,0,0,0,0.0,0
2023-06-09 09:00:00,1962.19995,1973.09998,1961.71997,1963.01001,0,1,1,0.0,0
2023-06-09 13:00:00,1963.07996,1968.08997,1956.68005,1961.32996,1,0,1,0.0,0
2023-06-09 17:00:00,1961.23999,1962.90002,1959.69995,1960.96997,0,0,0,0.0,0
2023-06-11 21:00:00,1959.80005,1960.62,1958.04004,1958.45996,0,0,0,0.0,0
2023-06-12 01:00:00,1958.55005,1959.62,1954.35999,1957.08997,0,0,0,0.0,0
2023-06-12 05:00:00,1957.04004,1965.48999,1956.65002,1964.93994,2,0,0,0.0,0
2023-06-12 09:00:00,1964.91003,1967.06006,1961.13,1962.95996,0,0,0,0.0,0
2023-06-12 13:00:00,1962.88,1964.12,1949.33997,1954.23999,0,0,0,0.0,0
2023-06-12 17:00:00,1954.23999,1958.78003,1953.26001,1957.55005,0,0,0,0.0,0
2023-06-12 21:00:00,1957.34998,1961.03003,1956.94995,1958.01001,0,1,0,0.0,0
2023-06-13 01:00:00,1958.01001,1962.26001,1955.98999,1961.01001,0,0,0,0.0,0
2023-06-13 05:00:00,1960.98999,1965.43005,1958.34998,1964.31006,0,0,0,0.0,0
2023-06-13 09:00:00,1964.34998,1970.68994,1951.31995,1961.31995,0,0,0,0.0,0
2023-06-13 13:00:00,1961.38,1965.94995,1942.13,1945.03003,0,0,0,0.0,0
2023-06-13 17:00:00,1945.04004,1946.69995,1940.12,1943.59998,0,0,0,0.0,0
2023-06-13 21:00:00,1943.44995,1945.73999,1942.27002,1944.55005,0,0,0,0.0,0
2023-06-14 01:00:00,1944.54004,1949.56006,1944.18005,1948.88,0,0,0,0.0,0
2023-06-14 05:00:00,1948.87,1951.57996,1945.33997,1949.89001,0,0,0,0.0,0
2023-06-14 09:00:00,1949.88,1960.29004,1945.81995,1957.18005,0,0,0,0.0,0
2023-06-14 13:00:00,1957.06006,1959.31995,1954.98999,1955.03003,0,0,0,0.0,0
2023-06-14 17:00:00,1955.15002,1955.81995,1939.78003,1941.93005,0,0,0,0.0,0
2023-06-14 21:00:00,1942.0,1945.42004,1936.32996,1939.38,0,0,0,0.0,0
2023-06-15 01:00:00,1939.28003,1939.30005,1932.55005,1934.54004,0,0,0,0.0,0
2023-06-15 05:00:00,1934.38,1939.82996,1928.98999,1931.68005,0,0,0,0.0,0
2023-06-15 09:00:00,1931.73999,1936.85999,1925.35999,1933.34998,0,0,0,0.0,0
2023-06-15 13:00:00,1933.48999,1960.23999,1933.35999,1959.55005,0,0,0,0.0,0
2023-06-15 17:00:00,1959.38,1960.30005,1956.98999,1958.06995,0,0,0,0.0,0
2023-06-15 21:00:00,1957.34998,1959.46997,1956.67004,1956.94995,0,1,0,0.0,0
2023-06-16 01:00:00,1956.96997,1962.08997,1955.01001,1955.55005,0,1,0,0.0,0
2023-06-16 05:00:00,1955.51001,1964.05005,1954.73999,1963.18994,2,0,2,-9.769900000000007,1
2023-06-16 09:00:00,1963.23999,1967.95996,1962.48999,1962.68994,0,1,1,9.269900000000007,1
2023-06-16 13:00:00,1962.69995,1965.91003,1953.42004,1955.32996,0,0,0,0.0,0
2023-06-16 17:00:00,1955.28003,1959.81006,1955.21997,1958.13,0,0,0,0.0,0
2023-06-18 21:00:00,1958.60999,1958.79004,1956.26001,1956.81995,0,0,0,0.0,0
2023-06-19 01:00:00,1956.54004,1958.35999,1954.04004,1957.10999,0,0,0,0.0,0
2023-06-19 05:00:00,1957.18005,1958.81006,1952.80005,1956.51001,1,0,0,0.0,0
2023-06-19 09:00:00,1956.51001,1956.68005,1947.93005,1952.23999,0,0,0,0.0,0
2023-06-19 13:00:00,1952.12,1953.54004,1950.06006,1950.30005,0,0,0,0.0,0
2023-06-19 17:00:00,1950.30005,1950.67004,1949.51001,1950.31006,0,0,0,0.0,0
2023-06-19 21:00:00,1950.94995,1954.28003,1950.62,1951.13,0,1,0,0.0,0
2023-06-20 01:00:00,1950.98999,1951.90002,1945.13,1949.93005,0,2,0,0.0,0
2023-06-20 05:00:00,1949.93994,1956.84998,1946.98999,1953.33997,0,0,0,0.0,0
2023-06-20 09:00:00,1953.40002,1954.56995,1944.37,1944.80005,1,0,0,0.0,0
2023-06-20 13:00:00,1944.80005,1945.30005,1929.81006,1937.63,0,0,0,0.0,0
2023-06-20 17:00:00,1937.51001,1938.60999,1935.51001,1936.34998,0,0,0,0.0,0
2023-06-20 21:00:00,1936.56995,1938.92004,1936.33997,1936.92004,0,1,0,0.0,0
2023-06-21 01:00:00,1936.78003,1939.57996,1935.54004,1935.88,0,1,1,4.520010000000184,1
2023-06-21 05:00:00,1935.89001,1937.42004,1931.35999,1934.68005,0,0,0,0.0,0
2023-06-21 09:00:00,1934.68994,1935.93005,1925.98999,1929.95996,0,0,0,0.0,0
2023-06-21 13:00:00,1929.90002,1934.56995,1919.43994,1933.38,0,2,2,0.0,0
2023-06-21 17:00:00,1933.31995,1937.68005,1931.95996,1932.73999,0,1,0,0.0,0
2023-06-21 21:00:00,1932.80005,1935.05005,1932.39001,1932.39001,0,1,0,0.0,0
2023-06-22 01:00:00,1932.31006,1934.35999,1929.83997,1929.87,0,0,0,0.0,0
2023-06-22 05:00:00,1929.84998,1931.48999,1924.96997,1927.41003,0,0,0,0.0,0
2023-06-22 09:00:00,1927.40002,1931.01001,1923.55005,1923.57996,0,0,0,0.0,0
2023-06-22 13:00:00,1923.53003,1927.41003,1912.88,1915.48999,0,0,0,0.0,0
2023-06-22 17:00:00,1915.58997,1916.82996,1912.48999,1913.80005,0,0,0,0.0,0
2023-06-22 21:00:00,1914.09998,1916.10999,1913.40002,1915.69995,0,0,0,0.0,0
2023-06-23 01:00:00,1915.51001,1917.28003,1910.31006,1916.59998,0,2,0,0.0,0
2023-06-23 05:00:00,1916.62,1920.12,1913.04004,1917.73999,0,0,0,0.0,0
2023-06-23 09:00:00,1917.73999,1929.73999,1916.63,1928.90002,0,0,0,0.0,0
2023-06-23 13:00:00,1929.17004,1937.06006,1917.98999,1918.70996,0,0,0,0.0,0
2023-06-23 17:00:00,1918.71997,1921.73999,1918.55005,1921.46997,0,0,0,0.0,0
2023-06-25 21:00:00,1923.03003,1927.05005,1922.78003,1926.46997,0,0,0,0.0,0
2023-06-26 01:00:00,1926.43005,1928.58997,1924.20996,1925.08997,0,0,0,0.0,0
2023-06-26 05:00:00,1925.06006,1933.33997,1922.26001,1931.88,2,0,0,0.0,0
2023-06-26 09:00:00,1931.87,1933.42004,1929.39001,1931.58997,0,0,0,0.0,0
2023-06-26 13:00:00,1931.56995,1931.65002,1921.62,1923.80005,0,0,0,0.0,0
2023-06-26 17:00:00,1923.81006,1925.31006,1922.40002,1923.17004,0,0,0,0.0,0
2023-06-26 21:00:00,1923.37,1924.84998,1921.41003,1922.81006,0,0,0,0.0,0
2023-06-27 01:00:00,1922.82996,1930.43994,1922.71997,1928.48999,0,0,0,0.0,0
2023-06-27 05:00:00,1928.48999,1929.81995,1924.28003,1925.65002,0,0,0,0.0,0
2023-06-27 09:00:00,1925.69995,1930.46997,1919.80005,1926.20996,0,0,0,0.0,0
2023-06-27 13:00:00,1926.31995,1930.78003,1911.54004,1914.70996,1,0,1,0.0,0
2023-06-27 17:00:00,1914.70996,1915.93005,1911.08997,1913.64001,0,0,0,0.0,0
2023-06-27 21:00:00,1914.30005,1917.20996,1914.17004,1916.23999,0,0,0,0.0,0
2023-06-28 01:00:00,1916.23999,1916.89001,1913.48999,1915.26001,0,0,0,0.0,0
2023-06-28 05:00:00,1915.28003,1916.81995,1908.31995,1909.84998,0,0,0,0.0,0
2023-06-28 09:00:00,1910.19995,1911.96997,1905.64001,1907.15002,0,0,0,0.0,0
2023-06-28 13:00:00,1907.01001,1913.31995,1902.91003,1912.19995,2,0,2,0.0,0
2023-06-28 17:00:00,1912.32996,1913.43994,1906.82996,1907.40002,0,0,0,0.0,0
2023-06-28 21:00:00,1907.71997,1910.73999,1907.40002,1910.06995,0,0,0,0.0,0
2023-06-29 01:00:00,1910.04004,1912.84998,1902.88,1905.45996,0,0,0,0.0,0
2023-06-29 05:00:00,1905.45996,1908.08997,1902.59998,1906.18994,0,0,0,0.0,0
2023-06-29 09:00:00,1906.19995,1912.21997,1895.58997,1896.16003,1,0,0,0.0,0
2023-06-29 13:00:00,1896.23999,1913.12,1893.04004,1910.30005,0,0,0,0.0,0
2023-06-29 17:00:00,1910.31995,1910.83997,1906.26001,1908.28003,0,0,0,0.0,0
2023-06-29 21:00:00,1908.69995,1909.29004,1907.13,1908.83997,0,0,0,0.0,0
2023-06-30 01:00:00,1908.76001,1909.81995,1906.96997,1908.31006,0,0,0,0.0,0
2023-06-30 05:00:00,1908.42004,1909.94995,1900.64001,1902.01001,0,0,0,0.0,0
2023-06-30 09:00:00,1902.26001,1913.76001,1901.60999,1911.21997,0,0,0,0.0,0
2023-06-30 13:00:00,1911.10999,1920.59998,1909.78003,1920.06995,0,0,0,0.0,0
2023-06-30 17:00:00,1920.09998,1922.79004,1917.88,1919.62,0,0,0,0.0,0
2023-07-02 21:00:00,1918.68005,1919.69995,1916.84998,1917.23999,0,0,0,0.0,0
2023-07-03 01:00:00,1917.16003,1920.17004,1914.70996,1920.06006,2,0,0,0.0,0
2023-07-03 05:00:00,1920.07996,1920.63,1910.21997,1912.06006,1,0,0,0.0,0
2023-07-03 09:00:00,1912.09998,1922.06006,1911.69995,1921.95996,0,0,0,0.0,0
2023-07-03 13:00:00,1921.90002,1931.14001,1919.54004,1921.83997,0,1,1,0.0,0
2023-07-03 17:00:00,1922.06006,1922.16003,1920.65002,1921.57996,0,0,0,0.0,0
2023-07-03 21:00:00,1921.44995,1922.20996,1920.04004,1921.32996,0,0,0,0.0,0
2023-07-04 01:00:00,1921.31006,1924.53003,1920.12,1924.21997,2,0,2,4.6300099999998565,2
2023-07-04 05:00:00,1924.30005,1928.84998,1923.38,1928.60999,0,0,0,0.0,0
2023-07-04 09:00:00,1928.64001,1930.76001,1926.31995,1926.87,0,0,0,0.0,0
2023-07-04 13:00:00,1926.87,1929.62,1924.18994,1924.30005,0,0,0,0.0,0
2023-07-04 17:00:00,1924.29004,1926.18005,1924.06995,1926.0,0,0,0,0.0,0
2023-07-04 21:00:00,1925.56006,1927.26001,1924.91003,1926.81006,0,0,0,0.0,0
2023-07-05 01:00:00,1926.81006,1926.88,1923.26001,1925.64001,0,0,0,0.0,0
2023-07-05 05:00:00,1925.65002,1928.13,1920.92004,1927.01001,0,0,0,0.0,0
2023-07-05 09:00:00,1927.03003,1930.14001,1925.19995,1929.41003,0,0,0,0.0,0
2023-07-05 13:00:00,1929.46997,1935.09998,1919.10999,1921.60999,1,0,0,0.0,0
2023-07-05 17:00:00,1921.59998,1921.59998,1914.83997,1915.18005,0,0,0,0.0,0
2023-07-05 21:00:00,1915.26001,1918.06995,1915.26001,1917.38,0,0,0,0.0,0
2023-07-06 01:00:00,1917.51001,1919.80005,1916.43994,1917.98999,0,0,0,0.0,0
2023-07-06 05:00:00,1917.98999,1921.54004,1916.32996,1918.18994,0,0,0,0.0,0
2023-07-06 09:00:00,1918.15002,1927.65002,1902.71997,1906.48999,0,0,0,0.0,0
2023-07-06 13:00:00,1906.34998,1914.80005,1902.85999,1909.89001,0,0,0,0.0,0
2023-07-06 17:00:00,1909.94995,1911.95996,1908.93994,1910.88,0,0,0,0.0,0
2023-07-06 21:00:00,1910.85999,1912.53003,1909.62,1910.73999,0,0,0,0.0,0
2023-07-07 01:00:00,1910.65002,1912.39001,1909.92004,1912.19995,2,0,0,0.0,0
2023-07-07 05:00:00,1912.18994,1916.53003,1911.93005,1915.67004,0,0,0,0.0,0
2023-07-07 09:00:00,1915.70996,1928.09998,1914.30005,1918.88,0,1,1,-15.880009999999857,2
2023-07-07 13:00:00,1918.65002,1934.76001,1915.64001,1927.01001,0,0,0,0.0,0
2023-07-07 17:00:00,1927.01001,1928.06995,1924.31006,1925.30005,0,0,0,0.0,0
2023-07-09 21:00:00,1925.31995,1928.17004,1922.84998,1924.26001,0,0,0,0.0,0
2023-07-10 01:00:00,1924.33997,1927.01001,1920.95996,1921.31995,0,0,0,0.0,0
2023-07-10 05:00:00,1921.31995,1925.73999,1919.43005,1925.20996,2,0,2,-12.520019999999931,1
2023-07-10 09:00:00,1925.21997,1926.28003,1912.68994,1914.12,1,0,0,0.0,0
2023-07-10 13:00:00,1914.10999,1926.03003,1914.07996,1925.62,2,0,0,0.0,0
2023-07-10 17:00:00,1925.60999,1926.88,1924.88,1925.31995,0,0,0,0.0,0
2023-07-10 21:00:00,1925.44995,1927.23999,1924.39001,1926.43005,0,0,0,0.0,0
2023-07-11 01:00:00,1926.43005,1929.44995,1924.88,1929.41003,0,0,0,0.0,0
2023-07-11 05:00:00,1929.41003,1938.34998,1928.18005,1936.68994,0,0,0,0.0,0
2023-07-11 09:00:00,1936.90002,1938.42004,1929.68994,1931.98999,0,0,0,0.0,0
2023-07-11 13:00:00,1931.93994,1935.41003,1929.48999,1932.32996,0,0,0,0.0,0
2023-07-11 17:00:00,1932.39001,1932.60999,1930.58997,1932.16003,0,2,2,4.169930000000022,2
2023-07-11 21:00:00,1932.32996,1936.32996,1932.28003,1935.81006,0,0,0,0.0,0
2023-07-12 01:00:00,1935.83997,1941.03003,1935.73999,1939.01001,0,0,0,0.0,0
2023-07-12 05:00:00,1939.01001,1940.26001,1933.82996,1934.84998,1,0,1,-15.28002000000015,2
2023-07-12 09:00:00,1934.85999,1950.13,1933.59998,1943.31006,0,0,0,0.0,0
2023-07-12 13:00:00,1943.29004,1959.53003,1941.18994,1959.30005,0,0,0,0.0,0
2023-07-12 17:00:00,1959.23999,1959.68005,1955.79004,1957.45996,0,0,0,0.0,0
2023-07-12 21:00:00,1957.28003,1959.01001,1956.63,1957.10999,0,1,0,0.0,0
2023-07-13 01:00:00,1957.08997,1962.37,1956.48999,1957.28003,0,1,0,0.0,0
2023-07-13 05:00:00,1957.33997,1963.38,1955.35999,1961.03003,0,0,0,0.0,0
2023-07-13 09:00:00,1960.94995,1963.66003,1952.56006,1957.60999,0,0,0,0.0,0
2023-07-13 13:00:00,1957.57996,1961.88,1954.82996,1958.93994,0,0,0,0.0,0
2023-07-13 17:00:00,1958.87,1960.83997,1957.68005,1960.48999,0,0,0,0.0,0
2023-07-13 21:00:00,1960.39001,1961.93005,1958.45996,1959.45996,0,0,0,0.0,0
2023-07-14 01:00:00,1959.42004,1963.90002,1958.54004,1960.41003,2,1,0,0.0,0
2023-07-14 05:00:00,1960.40002,1961.38,1954.42004,1956.14001,0,0,0,0.0,0
2023-07-14 09:00:00,1956.23999,1962.70996,1955.28003,1957.56995,0,1,0,0.0,0
2023-07-14 13:00:00,1957.51001,1961.96997,1951.01001,1959.04004,0,0,0,0.0,0
2023-07-14 17:00:00,1959.06006,1961.08997,1954.33997,1955.46997,1,0,0,0.0,0
2023-07-16 21:00:00,1955.12,1955.13,1951.51001,1954.69995,0,2,0,0.0,0
2023-07-17 01:00:00,1954.96997,1955.98999,1951.17004,1953.67004,0,0,0,0.0,0
2023-07-17 05:00:00,1953.65002,1957.48999,1950.70996,1955.89001,2,0,0,0.0,0
2023-07-17 09:00:00,1955.98999,1959.87,1948.19995,1948.68005,1,0,0,0.0,0
2023-07-17 13:00:00,1948.80005,1955.68994,1945.84998,1954.58997,0,0,0,0.0,0
2023-07-17 17:00:00,1954.56006,1956.45996,1952.51001,1954.93994,0,0,0,0.0,0
2023-07-17 21:00:00,1954.69995,1956.85999,1954.68005,1955.44995,0,0,0,0.0,0
2023-07-18 01:00:00,1955.51001,1961.16003,1955.21997,1960.01001,0,0,0,0.0,0
2023-07-18 05:00:00,1959.98999,1964.18005,1957.85999,1961.73999,0,0,0,0.0,0
2023-07-18 09:00:00,1961.78003,1972.28003,1960.83997,1968.70996,0,0,0,0.0,0
2023-07-18 13:00:00,1968.87,1984.39001,1963.90002,1977.96997,0,0,0,0.0,0
2023-07-18 17:00:00,1977.76001,1979.01001,1975.12,1978.78003,0,2,0,0.0,0
2023-07-18 21:00:00,1978.96997,1979.28003,1976.62,1978.44995,0,2,0,0.0,0
2023-07-19 01:00:00,1978.51001,1978.54004,1974.16003,1974.91003,0,0,0,0.0,0
2023-07-19 05:00:00,1974.81995,1981.01001,1973.07996,1977.60999,0,0,0,0.0,0
2023-07-19 09:00:00,1977.56995,1979.48999,1971.67004,1977.60999,0,0,0,0.0,0
2023-07-19 13:00:00,1977.62,1979.90002,1969.84998,1977.55005,1,0,0,0.0,0
2023-07-19 17:00:00,1977.48999,1978.93005,1976.21997,1976.96997,0,0,0,0.0,0
2023-07-19 21:00:00,1975.91003,1979.38,1975.59998,1979.12,2,0,0,0.0,0
2023-07-20 01:00:00,1979.05005,1987.51001,1979.05005,1984.68005,0,0,0,0.0,0
2023-07-20 05:00:00,1984.68994,1984.80005,1977.92004,1981.60999,0,0,0,0.0,0
